permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/highroads,HighRoads,software,17262500,unknown,USA,MA,Boston,woburn,3,1/1/1999,12/5/2005,2/26/2013,NULL
/company/hightower-advisors,HighTower Advisors,other,100000000,unknown,USA,IL,Chicago,chicago,1,1/1/2008,1/13/2010,1/13/2010,NULL
/company/highview-healthcare-partners,HIGHVIEW HEALTHCARE PARTNERS,biotech,237921,unknown,USA,NY,Buffalo,buffalo,1,1/1/2006,5/14/2013,5/14/2013,NULL
/company/highwinds,Highwinds,enterprise,106800000,unknown,USA,FL,Orlando,winter park,3,1/1/2002,1/1/1960,5/4/2011,4/1/2013
/company/hill-country-toxicology,Hill Country Toxicology,biotech,40000,unknown,USA,TX,San Antonio,san antonio,1,1/1/2009,6/12/2013,6/12/2013,NULL
/company/hilo-tickets-llc,HiLo Tickets,ecommerce,40000,unknown,USA,CT,Wilton,wilton,1,1/19/2011,1/19/2011,1/19/2011,1/19/2011
/company/hinge,Hinge,web,625000,unknown,USA,DC,Washington DC,washington,1,2/1/2011,10/1/2012,10/1/2012,2/1/2013
/company/hipchat,HipChat,enterprise,100000,acquired,USA,CA,SF Bay,san francisco,1,9/1/2009,8/10/2010,8/10/2010,6/25/2013
/company/hipgeo,HipGeo,mobile,500000,unknown,USA,CA,Los Angeles,fullerton,1,8/1/2010,4/20/2011,4/20/2011,1/10/2012
/company/hiplogic,HipLogic,mobile,11500000,acquired,USA,CA,SF Bay,fremont,2,1/1/2005,2/8/2008,12/2/2009,4/1/2011
/company/hiplogiq,HipLogiq,software,5000000,unknown,USA,TX,Dallas,dallas,1,3/8/2013,5/13/2013,5/13/2013,3/8/2013
/company/hipmunk,Hipmunk,web,20215000,unknown,USA,CA,SF Bay,san francisco,4,1/1/2010,8/17/2010,6/12/2012,1/24/2013
/company/hipster,Hipster,public_relations,1000000,acquired,USA,CA,SF Bay,san francisco,1,1/1/2011,5/16/2011,5/16/2011,2/5/2013
/company/hire-reach,Hire Reach,web,401000,unknown,USA,MA,Boston,wellesley,1,1/1/2008,4/27/2010,4/27/2010,NULL
/company/hireahelper,HireAHelper,web,150000,unknown,USA,CA,San Diego,oceanside,1,5/1/2006,5/1/2007,5/1/2007,NULL
/company/hireiq-solutions,HireIQ Solutions,enterprise,1300000,unknown,USA,GA,Atlanta,alpharetta,1,9/7/2008,3/25/2011,3/25/2011,8/15/2012
/company/hireology,Hireology,software,300000,unknown,USA,IL,Chicago,chicago,1,7/1/2010,6/28/2013,6/28/2013,NULL
/company/hirevue,HireVue,enterprise,28000000,unknown,USA,UT,Salt Lake City,south jordan,3,4/1/2004,9/30/2009,8/30/2012,6/14/2013
/company/hiringthing,HiringThing,software,1000000,unknown,USA,OR,Portland,portland,1,3/1/2012,3/1/2012,3/1/2012,2/1/2013
/company/hispanic-media,Hispanic Media,NULL,5000000,unknown,USA,FL,Miami,coral gables,1,NULL,4/14/2006,4/14/2006,NULL
/company/histogen,Histogen,biotech,10000000,unknown,USA,CA,San Diego,san diego,1,NULL,12/1/2010,12/1/2010,NULL
/company/histogenics,Histogenics,biotech,96400000,unknown,USA,MA,Boston,waltham,3,NULL,9/4/2008,7/23/2012,5/27/2011
/company/historx,HistoRx,biotech,5760546,unknown,USA,CT,New Haven,new haven,2,1/1/2004,11/23/2009,5/27/2011,5/27/2011
/company/histosonics,HistoSonics,biotech,11000000,unknown,USA,MI,Detroit,ann arbor,1,1/1/2009,2/22/2010,2/22/2010,NULL
/company/histros,Histros,web,300000,unknown,USA,CA,SF Bay,palo alto,1,10/1/2011,1/1/2012,1/1/2012,NULL
/company/hit-application-solutions,HIT Application Solutions,NULL,2750000,unknown,USA,PA,Philadelphia,exton,1,NULL,3/30/2012,3/30/2012,NULL
/company/hit-systems,Hit Systems,enterprise,125000,unknown,USA,FL,Orlando,altamonte springs,1,9/1/2008,9/1/2008,9/1/2008,NULL
/company/hitfix,HitFix,games_video,6800000,unknown,USA,CA,Los Angeles,santa monica,3,1/1/2009,4/1/2009,7/2/2013,9/20/2012
/company/hitpost,Hitpost,web,2000000,unknown,USA,CA,SF Bay,san francisco,3,4/1/2009,1/1/2010,4/26/2012,4/16/2013
/company/hitviews,HItviews,advertising,2285000,unknown,USA,NY,New York,new york city,3,11/14/2007,11/29/2007,8/1/2008,NULL
/company/hivelive,HiveLive,enterprise,8950000,acquired,USA,CO,Denver,boulder,3,NULL,11/2/2006,2/27/2008,7/1/2008
/company/hively,Hively,web,25000,unknown,USA,OR,Portland,portland,1,5/9/2011,11/4/2011,11/4/2011,9/15/2011
/company/hivext-technologies,Hivext Technologies,software,2500000,unknown,USA,CA,SF Bay,palo alto,2,10/21/2010,12/13/2010,4/24/2012,7/18/2011
/company/hiwired,HiWired,software,14000000,acquired,USA,MA,Boston,needham,2,1/1/2004,1/1/2008,1/2/2008,NULL
/company/hn-discounts-corporation,HN Discounts Corporation,ecommerce,25000,unknown,USA,GA,Atlanta,lawrenceville,1,10/1/2011,10/1/2011,10/1/2011,10/1/2011
/company/holganix,Holganix,NULL,200000,unknown,USA,PA,Philadelphia,glen mills,1,NULL,1/19/2012,1/19/2012,NULL
/company/hollywood-interactive-group,Hollywood Interactive Group,web,5000000,unknown,USA,CA,Los Angeles,los angeles,1,NULL,9/18/2008,9/18/2008,NULL
/company/home-account,Home-Account,web,1000000,acquired,USA,CA,SF Bay,san francisco,2,11/1/2008,4/16/2009,7/16/2009,7/28/2010
/company/home-comfort-zones,Home Comfort Zones,other,1250000,unknown,USA,OR,Portland,beaverton,1,1/1/2002,4/19/2010,4/19/2010,NULL
/company/homeaway,HomeAway,ecommerce,513066458,ipo,USA,TX,Austin,austin,6,2/1/2005,1/1/2005,10/1/2010,3/1/2012
/company/homejoy,Homejoy,web,1700000,unknown,USA,CA,SF Bay,san francisco,1,NULL,3/5/2013,3/5/2013,6/18/2013
/company/homeland-holdco,Homeland Holdco,biotech,5000000,unknown,USA,TX,Dallas,allen,1,NULL,5/29/2013,5/29/2013,NULL
/company/homelight,HomeLight,web,1500000,unknown,USA,CA,SF Bay,san francisco,1,NULL,11/15/2012,11/15/2012,11/15/2012
/company/homerlearning,HomerLearning,education,2200944,unknown,USA,NY,New York,brooklyn,1,1/1/2012,5/17/2013,5/17/2013,NULL
/company/homeschool-snowboarding,Homeschool Snowboarding,NULL,25000,unknown,USA,OR,Portland,portland,1,NULL,11/7/2011,11/7/2011,NULL
/company/homesnap,Homesnap,web,5500000,unknown,USA,DC,Washington DC,washington,2,1/30/2008,7/1/2009,8/6/2012,5/1/2013
/company/homesphere,HomeSphere,software,2000000,unknown,USA,CO,Denver,lakewood,2,1/1/1999,6/4/2002,1/20/2009,NULL
/company/hone-and-strop,Hone and Strop,ecommerce,375000,unknown,USA,CA,Los Angeles,los angeles,1,9/9/2011,7/4/2011,7/4/2011,9/1/2011
/company/honest-buildings,Honest Buildings,other,7384218,unknown,USA,NY,New York,new york,2,NULL,9/11/2012,6/24/2013,5/24/2013
/company/honestly-com,Honestly.com,web,1200000,closed,USA,CA,SF Bay,san mateo,1,NULL,10/19/2010,10/19/2010,10/19/2010
/company/honey,Honey,enterprise,1250000,unknown,USA,NY,New York,brooklyn,1,NULL,6/4/2013,6/4/2013,NULL
/company/honeywell,Honeywell,other,11400000,ipo,USA,NJ,Morristown,morristown,1,4/23/1985,10/27/2009,10/27/2009,5/7/2012
/company/hooja,Hooja,mobile,1250000,unknown,USA,CA,SF Bay,palo alto,1,NULL,12/1/2007,12/1/2007,5/23/2011
/company/hooked-media-group,Hooked Media Group,games_video,4500000,unknown,USA,CA,SF Bay,san francisco,2,1/1/2008,4/1/2008,5/1/2009,6/1/2009
/company/hooklogic,HookLogic,advertising,9500000,unknown,USA,NY,New York,new york,1,8/1/2004,9/9/2011,9/9/2011,4/9/2013
/company/hoopla-software,Hoopla Software,software,2800000,unknown,USA,CA,SF Bay,san jose,1,1/1/2010,6/20/2012,6/20/2012,8/1/2012
/company/hoot,Hoot.Me,other,25000,unknown,USA,NY,New York,new york,1,11/24/2010,5/16/2011,5/16/2011,5/1/2011
/company/hopelab,HopeLab,games_video,9000000,unknown,USA,CA,SF Bay,redwood city,1,1/1/2001,1/1/2005,1/1/2005,11/26/2010
/company/hoppit,Hoppit,search,500000,unknown,USA,NY,New York,new york,1,1/1/2011,7/1/2012,7/1/2012,9/5/2012
/company/hopscot-ch,Hopscot.ch,other,50000,unknown,USA,WI,Milwaukee,milwaukee,1,12/9/2010,1/1/2011,1/1/2011,NULL
/company/hopscout,hopscout,ecommerce,1300000,unknown,USA,CA,SF Bay,san francisco,1,4/1/2011,9/1/2010,9/1/2010,4/1/2011
/company/horizon-data-center-solutions,Horizon Data Center Solutions,consulting,7500000,unknown,USA,TX,Dallas,plano,1,1/1/2007,11/30/2009,11/30/2009,12/1/2008
/company/horizon-therapeutics,Horizon Pharma,biotech,51050000,ipo,USA,IL,Chicago,northbrook,3,1/1/2005,10/1/2005,7/1/2007,7/28/2011
/company/horizon-wind-energy,Horizon Wind Energy,cleantech,318000000,unknown,USA,TX,Houston,houston,2,1/1/1998,12/3/2009,12/29/2009,1/3/2010
/company/horse-collaborative,Horse Collaborative,software,117394,unknown,USA,VT,Shoreham,shoreham,1,1/1/2010,1/8/2013,1/8/2013,NULL
/company/horticultural-asset-management,Horticultural Asset Management,other,3200000,unknown,USA,NC,Raleigh-Durham,raleigh,1,NULL,3/6/2008,3/6/2008,NULL
/company/hortonworks,Hortonworks,enterprise,70000000,unknown,USA,CA,SF Bay,sunnyvale,2,6/1/2011,6/1/2011,6/25/2013,6/25/2013
/company/hoseanna,Hoseanna,ecommerce,250000,unknown,USA,NY,New York,new york,1,1/1/2011,2/28/2011,2/28/2011,1/1/2011
/company/hospitalists-now,Hospitalists Now,biotech,2500000,unknown,USA,TX,Austin,austin,1,NULL,2/12/2013,2/12/2013,NULL
/company/host-analytics,Host Analytics,enterprise,40650000,unknown,USA,CA,SF Bay,redwood city,3,1/1/2000,5/15/2009,1/9/2013,6/10/2013
/company/host-committee,Host Committee,network_hosting,2500000,unknown,USA,NY,New York,new york,1,11/1/2011,12/1/2012,12/1/2012,2/1/2013
/company/hosting-com,Hosting.com,network_hosting,2000000,acquired,USA,KY,Louisville,louisville,1,NULL,11/7/2008,11/7/2008,7/1/2009
/company/hostway,Hostway,network_hosting,110000000,unknown,USA,IL,Chicago,chicago,1,1/1/1998,3/29/2010,3/29/2010,3/1/2008
/company/hotchalk,Hotchalk,web,5000000,unknown,USA,CA,SF Bay,campbell,1,1/1/2004,1/28/2008,1/28/2008,NULL
/company/hotclick-video,HotClickVideo,software,525000,unknown,USA,CA,Los Angeles,laguna beach,1,7/1/2009,10/5/2009,10/5/2009,8/1/2009
/company/hotel-booking-solutions-incorporated,Hotel Booking Solutions Incorporated,NULL,5000000,unknown,USA,GA,Atlanta,atlanta,1,NULL,3/28/2005,3/28/2005,NULL
/company/hotelbeat,HOTELbeat,software,125000,unknown,USA,CA,San Diego,san diego,1,2/11/2011,12/31/2012,12/31/2012,7/1/2012
/company/hotelicopter,Hotelicopter,web,5000000,unknown,USA,VA,Charlottesville,charlottesville,2,6/1/2006,11/17/2008,3/31/2011,1/11/2012
/company/hoteltonight,HotelTonight,ecommerce,35685000,unknown,USA,CA,SF Bay,san francisco,3,12/1/2010,5/10/2011,6/5/2012,5/8/2013
/company/hotelzilla,Hotelzilla,software,198000,unknown,USA,NY,New York,new york,1,NULL,1/9/2013,1/9/2013,NULL
/company/hotlink,HotLink,enterprise,10000000,unknown,USA,CA,SF Bay,sunnyvale,1,1/1/2010,8/9/2011,8/9/2011,NULL
/company/hotlist,Hotlist,web,825000,unknown,USA,NY,New York,new york,2,1/1/2008,5/1/2008,5/13/2010,9/1/2011
/company/hotpads-com,HotPads,web,2300000,acquired,USA,CA,SF Bay,san francisco,1,5/4/2005,3/1/2007,3/1/2007,3/30/2011
/company/hotpotato,Hot Potato,software,1420000,acquired,USA,NY,New York,brooklyn,1,1/1/2009,11/25/2009,11/25/2009,8/20/2010
/company/hotswap,Hotswap,ecommerce,1000000,closed,USA,CA,SF Bay,berkeley,1,NULL,1/1/2007,1/1/2007,9/8/2007
/company/houdini-inc,"Houdini, Inc.",NULL,25000,unknown,USA,PA,Philadelphia,philadelphia,1,NULL,6/4/2012,6/4/2012,NULL
/company/house-party,House Party,advertising,9950000,unknown,USA,NY,Irvington,irvington,3,1/1/2005,1/1/2006,1/26/2012,1/26/2012
/company/housetab,HouseTab,mobile,62500,unknown,USA,NY,New York,new york,2,6/1/2011,11/1/2012,3/1/2013,6/1/2011
/company/houston-medical-robotics,Houston Medical Robotics,hardware,2200000,unknown,USA,TX,Houston,houston,1,NULL,3/6/2012,3/6/2012,NULL
/company/houzz,Houzz,web,48600000,unknown,USA,CA,California - Other,NULL,3,1/1/2009,11/11/2010,1/29/2013,5/28/2013
/company/hover-3d,Hover 3D,software,6100000,unknown,USA,CA,SF Bay,los altos,2,3/15/2011,12/26/2012,3/11/2013,11/1/2012
/company/hoverink-inc,"HOVERINK, INC",cleantech,220000,unknown,USA,CA,Los Angeles,santa monica,1,1/31/2012,3/20/2012,3/20/2012,2/6/2012
/company/howaboutwe,HowAboutWe,web,18100000,unknown,USA,NY,New York,brooklyn,2,11/1/2009,9/1/2010,11/1/2011,5/29/2013
/company/howcast,Howcast,games_video,11000000,unknown,USA,NY,New York,new york city,3,2/6/2008,2/1/2008,10/5/2009,8/31/2010
/company/howstuffworks,HowStuffWorks,web,75000000,acquired,USA,GA,Atlanta,atlanta,1,1/1/1999,4/11/2007,4/11/2007,NULL
/company/hoyos-corporation,Hoyos Corporation,NULL,40000000,unknown,USA,NY,New York,new york,1,1/1/2005,10/12/2010,10/12/2010,NULL
/company/hrel,HμREL,biotech,9200000,unknown,USA,CA,Los Angeles,beverly hills,1,NULL,4/3/2013,4/3/2013,NULL
/company/hstreaming,HStreaming,NULL,1000000,unknown,USA,CA,SF Bay,redwood city,1,NULL,2/14/2013,2/14/2013,NULL
/company/htg-molecular-diagnostics,HTG Molecular Diagnostics,biotech,16200000,unknown,USA,AZ,Tucson,tucson,2,1/1/1997,2/24/2011,6/13/2011,NULL
/company/http-bostinnovation-com,BostInnovation,NULL,1300000,unknown,USA,MA,Boston,boston,1,NULL,6/24/2011,6/24/2011,NULL
/company/http-chargeback-com,ChargebackGuardian,software,547673,unknown,USA,UT,Salt Lake City,american fork,1,1/1/2007,2/21/2013,2/21/2013,NULL
/company/hubble-telemedical,Hubble Telemedical,biotech,300000,unknown,USA,TN,Knoxville,knoxville,1,1/1/2011,12/27/2012,12/27/2012,NULL
/company/hubbuzz,hubbuzz.com,web,750000,closed,USA,CO,Denver,centennial,1,3/1/2007,3/1/2007,3/1/2007,NULL
/company/hubcast,HubCast,software,12400000,unknown,USA,MA,Boston,wakefield,2,1/1/2007,11/1/2007,9/28/2012,5/1/2008
/company/hubkick,Hubkick,software,112500,unknown,USA,CA,SF Bay,san francisco,1,1/1/2011,3/7/2011,3/7/2011,2/1/2011
/company/hubpages,HubPages,web,8000000,unknown,USA,CA,SF Bay,san francisco,2,8/5/2006,8/5/2007,3/3/2008,2/1/2012
/company/hubskip,Hubskip,search,350000,unknown,USA,CA,TBD,amsterdam,1,9/1/2012,9/1/2012,9/1/2012,1/1/2013
/company/hubspan,Hubspan,software,13000000,acquired,USA,WA,Seattle,seattle,1,1/1/2000,10/14/2005,10/14/2005,NULL
/company/hubspot,HubSpot,software,100500000,unknown,USA,MA,Boston,cambridge,6,6/9/2006,5/1/2006,11/5/2012,5/1/2013
/company/huddler,Huddler,web,22750000,unknown,USA,CA,SF Bay,san francisco,3,4/1/2007,5/1/2008,1/1/2011,9/21/2010
/company/hudson-media-ventures-dynamo-player,Dynamo Media,games_video,325000,unknown,USA,NY,New York,new york,2,1/1/2010,7/15/2010,1/1/2011,4/1/2010
/company/huffingtonpost,Huffington Post,web,37000000,acquired,USA,NY,New York,new york,5,5/9/2005,5/1/2005,8/1/2010,10/29/2012
/company/hughes-telematics,Hughes Telematics,mobile,7550001,acquired,USA,GA,Atlanta,atlanta,1,1/1/2007,1/7/2010,1/7/2010,NULL
/company/hukkster,Hukkster,web,5497825,unknown,USA,NY,New York,new york city,3,4/1/2012,11/14/2012,5/15/2013,6/4/2013
/company/hulafrog,Hulafrog,web,500000,unknown,USA,NJ,Atlantic Highlands,atlantic highlands,1,5/1/2010,5/22/2013,5/22/2013,5/1/2010
/company/hullabalu,Hullabalu,games_video,1800000,unknown,USA,NY,New York,new york,2,9/1/2012,1/28/2013,6/6/2013,6/6/2013
/company/hulu,hulu,games_video,100000000,unknown,USA,CA,Los Angeles,los angeles,2,3/1/2007,8/1/2007,4/30/2009,6/5/2013
/company/human-demand,Human Demand,mobile,900000,unknown,USA,CT,New York,norwalk,1,NULL,3/20/2013,3/20/2013,3/20/2013
/company/human-network-labs,Human Network Labs,NULL,50000,unknown,USA,PA,Philadelphia,philadelphia,1,1/1/2007,5/6/2010,5/6/2010,NULL
/company/humanco,Humanco,biotech,75000,unknown,USA,CA,SF Bay,emeryville,1,NULL,5/15/2013,5/15/2013,NULL
/company/humanoid-2,Humanoid,enterprise,1100000,acquired,USA,CA,SF Bay,san francisco,2,10/1/2008,6/1/2010,12/1/2010,2/9/2011
/company/humble-bundle,Humble Bundle,games_video,4480000,unknown,USA,CA,SF Bay,san francisco,1,3/1/2010,4/21/2011,4/21/2011,3/19/2013
/company/humedica,Humedica,software,63000000,acquired,USA,MA,Boston,boston,3,1/1/1979,10/1/2009,4/16/2012,4/1/2013
/company/hunch,Hunch,web,19200000,acquired,USA,NY,New York,new york,3,9/1/2007,11/1/2007,3/12/2010,11/11/2011
/company/hurricane-party,Hurricane Party,mobile,20000,unknown,USA,TX,Austin,austin,1,5/1/2010,5/1/2010,5/1/2010,3/12/2011
/company/hutchinson-technology,Hutchinson Technology,software,12200000,unknown,USA,MN,unknown,hutchinson,1,NULL,2/6/2013,2/6/2013,NULL
/company/hx-diagnostics,HX Diagnostics,biotech,7800000,unknown,USA,CA,SF Bay,emeryville,2,1/1/2006,2/17/2009,9/30/2009,NULL
/company/hyaqu,hyaqu,ecommerce,500000,unknown,USA,OR,Portland,lake oswego,1,7/25/2011,6/25/2011,6/25/2011,NULL
/company/hycrete,Hycrete,cleantech,15000000,unknown,USA,NJ,Carlstadt,carlstadt,1,NULL,7/11/2008,7/11/2008,3/3/2010
/company/hydra-biosciences,Hydra Biosciences,biotech,22000000,unknown,USA,MA,Boston,cambridge,1,1/1/2001,1/16/2009,1/16/2009,8/1/2004
/company/hydropoint-data-systems,HydroPoint Data Systems,cleantech,39344161,unknown,USA,CA,SF Bay,petaluma,3,1/1/2002,11/11/2004,4/9/2010,NULL
/company/hyper9,Hyper9,software,15200000,acquired,USA,TX,Austin,austin,3,1/1/2006,7/16/2007,2/26/2009,NULL
/company/hyperactive-technologies,HyperActive Technologies,software,6500000,unknown,USA,PA,Pittsburg,pittsburgh,1,1/1/2001,5/27/2006,5/27/2006,NULL
/company/hyperbranch-medical-technology,HyperBranch Medical Technology,biotech,500000,unknown,USA,NC,Raleigh-Durham,durham,1,1/1/2003,5/14/2013,5/14/2013,NULL
/company/hyperfair,Hyperfair,software,1300000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2010,12/1/2012,12/1/2012,11/1/2012
/company/hyperformix,Hyperformix,software,11800000,acquired,USA,TX,Austin,austin,2,NULL,8/30/2006,3/3/2009,NULL
/company/hyperic,Hyperic,software,9900000,acquired,USA,CA,SF Bay,palo alto,2,1/1/2004,5/10/2006,6/5/2007,5/4/2009
/company/hyperink,Hyperink,web,1200000,unknown,USA,CA,SF Bay,san francisco,1,NULL,10/27/2011,10/27/2011,10/21/2012
/company/hyperion,Hyperion Therapeutics,biotech,128000000,unknown,USA,CA,SF Bay,south san francisco,4,1/1/2006,9/5/2007,6/30/2009,6/3/2013
/company/hyperion-power-generation,Hyperion Power Generation,cleantech,12900000,unknown,USA,NM,Santa Fe,santa fe,2,NULL,6/3/2008,2/2/2011,NULL
/company/hyperpia,Hyperpia,games_video,3000000,unknown,USA,CA,SF Bay,fremont,1,NULL,5/7/2007,5/7/2007,NULL
/company/hyperpot,Hyperpot,search,550000,unknown,USA,NY,New York,new york,2,12/5/2008,6/3/2008,8/12/2008,NULL
/company/hyperpublic,Hyperpublic,NULL,1150000,acquired,USA,NY,New York,new york,1,NULL,9/1/2010,9/1/2010,2/17/2012
/company/hyperstealth-biotechnology,HyperStealth Biotechnology,biotech,19654,unknown,USA,NULL,unknown,maple ridge,1,3/1/1999,6/26/2013,6/26/2013,NULL
/company/hyphen8,Hyphen 8,web,100000,unknown,USA,CA,SF Bay,san francisco,1,NULL,10/1/2007,10/1/2007,3/21/2013
/company/hytrust,HyTrust,enterprise,16000000,unknown,USA,CA,SF Bay,mountain view,2,1/1/2009,4/6/2009,2/24/2010,2/8/2011
/company/hzo,HzO,hardware,13625000,unknown,USA,UT,Salt Lake City,salt lake city,3,1/1/2011,8/15/2011,5/8/2013,12/27/2011
/company/i-am-advertising,I Am Advertising,advertising,100000,unknown,USA,CA,Los Angeles,los angeles,1,7/1/2009,7/1/2009,7/1/2009,7/1/2009
/company/i-am-smart-technology,I Am Smart Technology,hardware,750000,unknown,USA,CO,Denver,denver,1,1/14/2008,1/19/2008,1/19/2008,1/1/2011
/company/i-human-patients,i-Human Patients,biotech,2039305,unknown,USA,CA,TBD,mammoth lakes,1,1/1/2012,12/26/2012,12/26/2012,NULL
/company/i-just-shared,I Just Shared,other,200000,unknown,USA,CA,Los Angeles,santa monica,1,8/6/2010,11/1/2010,11/1/2010,11/1/2010
/company/i-o-data-centers,IO.com,network_hosting,361000000,unknown,USA,NJ,Edison,edison,3,NULL,12/10/2008,4/4/2011,12/15/2010
/company/i-predictus,I.Predictus,public_relations,3500000,unknown,USA,NJ,Parsippany,parsippany,1,NULL,6/26/2013,6/26/2013,NULL
/company/i2c-technologies,I2C Technologies,hardware,2250000,unknown,USA,OH,Uniontown,uniontown,1,1/1/2005,9/30/2009,9/30/2009,NULL
/company/i2ic-corporation,I2IC Corporation,hardware,620750,unknown,USA,CA,SF Bay,fremont,1,1/1/2006,1/4/2010,1/4/2010,NULL
/company/i2we,i2we,web,750000,unknown,USA,CA,SF Bay,berkeley,1,1/1/2007,6/1/2008,6/1/2008,NULL
/company/iactive,IActive,software,4752585,unknown,USA,CA,SF Bay,sunnyvale,2,1/1/2007,2/1/2010,2/1/2011,1/1/2011
/company/iagnosis,Iagnosis,biotech,4000000,unknown,USA,PA,Pittsburg,mcmurray,1,1/1/2012,3/5/2013,3/5/2013,NULL
/company/iamba-networks,Iamba Networks,public_relations,8000000,unknown,USA,CA,SF Bay,cupertino,1,1/1/2000,8/22/2006,8/22/2006,NULL
/company/iamplify,iAmplify,NULL,6000000,unknown,USA,NY,New York,new york,1,1/1/2005,5/4/2007,5/4/2007,2/1/2007
/company/ibeatyou,ibeatyou,games_video,1000000,acquired,USA,CA,Los Angeles,santa monica,1,NULL,3/24/2008,3/24/2008,8/29/2008
/company/ibid2save,iBid2Save,ecommerce,550000,unknown,USA,NC,Charlotte,charlotte,2,1/3/2011,4/15/2011,12/1/2011,10/23/2012
/company/ibiz-software,iBiz Software,consulting,250000,unknown,USA,TX,Dallas,dallas,1,6/22/2001,5/20/2008,5/20/2008,NULL
/company/ibn-media,IBN Media,advertising,100000,unknown,USA,NY,New York,new york,1,1/1/2010,5/1/2013,5/1/2013,NULL
/company/ibuildapp,iBuildApp,mobile,375000,unknown,USA,CA,SF Bay,foster city,3,1/11/2010,10/1/2011,9/19/2012,12/20/2011
/company/icad,iCAD,biotech,15000000,ipo,USA,NH,Nashua,nashua,1,NULL,1/3/2012,1/3/2012,1/1/1986
/company/icagen,ICAgen,biotech,5000000,acquired,USA,NC,Raleigh-Durham,durham,1,1/1/1992,9/21/2009,9/21/2009,NULL
/company/icb-international,ICB International,biotech,895000,unknown,USA,CA,San Diego,la jolla,1,NULL,4/19/2013,4/19/2013,NULL
/company/ice,ice,ecommerce,47000000,unknown,USA,NULL,United States - Other,NULL,1,9/12/1999,1/1/2008,1/1/2008,12/13/2012
/company/ice-energy-inc,Ice Energy,cleantech,92000000,unknown,USA,CO,Windsor,windsor,4,1/1/2003,1/1/2006,10/18/2010,10/18/2010
/company/icebreaker,IceBreaker,mobile,7200000,unknown,USA,WA,Seattle,bellevue,1,4/6/2006,6/5/2007,6/5/2007,7/1/2007
/company/icedot,ICEdot,hardware,1030000,unknown,USA,OK,Tulsa,tulsa,1,NULL,4/5/2013,4/5/2013,NULL
/company/icelandic-glacial,Icelandic Glacial,cleantech,40000000,unknown,USA,CA,Los Angeles,torrance,1,NULL,5/26/2011,5/26/2011,NULL
/company/icentera,iCentera,software,1500000,acquired,USA,MN,Minneapolis,burnsville,1,1/1/2003,7/19/2005,7/19/2005,NULL
/company/icerocket,IceRocket,search,300000,acquired,USA,TX,Dallas,dallas,1,1/1/2004,7/1/2004,7/1/2004,NULL
/company/iceutica,iCeutica,biotech,1500000,unknown,USA,PA,Philadelphia,philadelphia,2,NULL,6/20/2005,1/12/2007,NULL
/company/ichange,iChange,mobile,1830000,acquired,USA,CA,Los Angeles,pasadena,3,1/1/2008,10/1/2007,2/1/2010,NULL
/company/icharts,iCharts,software,3100000,unknown,USA,CA,SF Bay,sunnyvale,1,1/1/2008,2/29/2012,2/29/2012,2/28/2012
/company/icims,iCIMS,software,35000000,unknown,USA,NJ,Matawan,matawan,1,1/1/1999,1/11/2012,1/11/2012,2/1/2013
/company/icix-international,icix,enterprise,13978268,unknown,USA,CA,SF Bay,san mateo,3,1/1/2003,11/23/2009,11/13/2012,NULL
/company/icn-intelligent-clearing-network,Intelligent Clearing Network,NULL,1000000,unknown,USA,CT,New York,new canaan,1,NULL,3/10/2011,3/10/2011,3/10/2011
/company/icon,ICON Aircraft,other,85000000,unknown,USA,CA,Los Angeles,los angeles,2,1/1/2005,6/29/2011,6/20/2013,3/16/2010
/company/icon-technologies,Icon Technologies,software,45000,unknown,USA,IL,Chicago,chicago,1,1/1/2012,2/26/2013,2/26/2013,NULL
/company/iconclude,iConclude,software,12500000,acquired,USA,WA,Seattle,bellevue,3,1/1/2005,2/1/2005,4/10/2006,NULL
/company/iconic-therapeutics,Iconic Therapeutics,biotech,2500000,unknown,USA,GA,Atlanta,atlanta,1,1/1/2002,1/17/2009,1/17/2009,NULL
/company/iconixx-software,Iconixx Software,software,9264900,unknown,USA,TX,Austin,austin,2,1/1/2010,12/28/2012,1/8/2013,1/1/2002
/company/iconology-2,Iconology,other,2421247,unknown,USA,NY,New York,new york,1,NULL,6/12/2013,6/12/2013,NULL
/company/icontact,iContact,web,53350000,acquired,USA,NC,Raleigh-Durham,morrisville,5,7/2/2003,5/1/2006,8/30/2010,8/2/2012
/company/icontrol,iControl Networks,security,93500000,unknown,USA,CA,SF Bay,redwood city,5,1/1/2005,4/26/2006,6/20/2011,5/21/2012
/company/icopyright,iCopyright,software,3890000,unknown,USA,WA,Seattle,seattle,2,NULL,10/25/2006,1/4/2012,NULL
/company/icouch,iCouch,web,20000,unknown,USA,NY,New York,new york,1,4/25/2010,1/1/2012,1/1/2012,12/15/2011
/company/icount-com,Icount.com,web,182500,unknown,USA,UT,Salt Lake City,orem,2,5/5/2010,5/1/2010,1/1/2011,NULL
/company/icrtec,ICRTec,NULL,10000000,unknown,USA,NH,Hampton,hampton,1,1/1/2009,11/21/2012,11/21/2012,NULL
/company/icurrent,iCurrent,web,3000000,acquired,USA,CA,SF Bay,south san francisco,1,1/1/2006,8/1/2008,8/1/2008,1/1/2008
